-59,-55,-51,-49,-51,-67,-54,-62
-57,-53,-51,-49,-51,-69,-54,-61
-58,-54,-50,-51,-50,-67,-54,-63
-58,-54,-50,-48,-51,-70,-50,-63
-58,-53,-52,-51,-49,-66,-52,-62
-56,-54,-46,-47,-50,-65,-52,-62
-57,-55,-47,-50,-51,-67,-53,-61
-59,-54,-52,-47,-51,-68,-53,-63
-58,-55,-51,-47,-51,-70,-53,-60
-57,-53,-52,-48,-49,-70,-56,-61
-59,-55,-51,-51,-48,-71,-52,-60
-58,-53,-50,-51,-51,-68,-54,-68
-56,-51,-53,-51,-49,-69,-53,-61
-58,-54,-48,-48,-50,-70,-52,-62
-59,-53,-51,-51,-50,-68,-54,-61
-57,-54,-52,-48,-48,-72,-54,-61
-57,-54,-49,-48,-51,-72,-54,-62
-59,-57,-53,-48,-48,-71,-53,-61
-58,-52,-48,-47,-50,-69,-55,-60
-58,-54,-50,-49,-50,-76,-54,-66
-58,-54,-48,-48,-50,-70,-54,-63
-58,-53,-52,-51,-48,-71,-54,-62
-58,-54,-52,-48,-50,-72,-54,-63
-58,-52,-51,-51,-50,-68,-54,-63
-56,-54,-52,-49,-50,-71,-53,-62
-58,-53,-52,-51,-48,-74,-54,-63
-67,-54,-51,-48,-47,-70,-54,-62
-58,-55,-51,-48,-50,-76,-52,-62
-58,-54,-53,-51,-48,-69,-52,-64
-56,-54,-47,-51,-51,-69,-52,-61
-59,-54,-50,-51,-51,-71,-54,-61
-56,-54,-51,-49,-51,-69,-53,-77
-59,-52,-52,-51,-48,-70,-54,-62
-55,-54,-53,-49,-45,-71,-53,-63
-58,-52,-49,-51,-51,-72,-53,-62
-56,-53,-50,-48,-51,-71,-52,-61
-57,-54,-50,-51,-46,-71,-52,-63
-64,-54,-49,-51,-50,-70,-55,-60
-59,-53,-52,-51,-48,-73,-54,-62
-58,-55,-52,-48,-49,-71,-55,-62
-58,-55,-49,-46,-47,-73,-53,-61
-59,-52,-50,-47,-49,-72,-50,-62
-57,-54,-51,-48,-48,-75,-54,-60
-58,-54,-51,-47,-50,-72,-50,-65
-58,-54,-51,-49,-50,-70,-52,-62
-59,-54,-51,-47,-48,-71,-55,-60
-58,-54,-48,-48,-51,-72,-54,-61
-59,-53,-51,-48,-51,-75,-52,-60
-56,-53,-52,-51,-44,-72,-54,-63
-58,-54,-52,-51,-51,-75,-54,-63
-59,-53,-51,-51,-50,-71,-54,-62
-58,-54,-52,-48,-48,-70,-54,-61
-59,-53,-49,-51,-50,-70,-53,-60
-58,-54,-51,-51,-50,-71,-52,-62
-57,-54,-51,-49,-48,-71,-54,-62
-57,-53,-50,-48,-51,-71,-54,-74
-58,-54,-49,-51,-48,-73,-54,-63
-57,-52,-50,-48,-50,-72,-54,-63
-58,-53,-52,-47,-49,-69,-54,-61
-59,-53,-52,-51,-50,-72,-53,-60
-59,-54,-52,-48,-47,-68,-54,-62
-54,-54,-52,-46,-51,-72,-54,-62
-55,-54,-50,-50,-47,-70,-54,-63
-58,-54,-50,-48,-45,-69,-53,-62
-59,-55,-51,-51,-47,-80,-54,-62
-58,-54,-50,-46,-46,-71,-54,-61
-58,-54,-50,-49,-51,-71,-54,-61
-59,-54,-50,-50,-48,-71,-53,-77
-59,-51,-50,-47,-49,-74,-52,-63
-60,-52,-50,-51,-51,-75,-55,-64
-59,-52,-50,-51,-51,-69,-54,-63
-60,-54,-52,-50,-50,-72,-53,-61
-60,-51,-50,-48,-52,-71,-50,-61
-58,-55,-52,-51,-49,-63,-54,-61
-58,-51,-51,-49,-52,-66,-53,-62
-55,-55,-52,-49,-51,-67,-51,-62
-58,-54,-52,-51,-49,-70,-54,-62
-53,-52,-52,-51,-49,-66,-54,-61
-56,-52,-50,-49,-51,-69,-51,-61
-58,-52,-50,-51,-49,-71,-52,-59
-58,-53,-52,-51,-47,-71,-54,-60
-58,-54,-54,-51,-51,-68,-53,-59
-57,-54,-54,-51,-45,-69,-53,-60
-58,-53,-52,-49,-51,-65,-52,-61
-58,-51,-51,-49,-50,-75,-54,-61
-56,-52,-52,-48,-47,-67,-53,-60
-57,-51,-50,-51,-47,-69,-53,-60
-58,-56,-49,-51,-50,-69,-51,-61
-58,-54,-51,-48,-50,-68,-54,-62
-58,-54,-49,-51,-49,-68,-54,-61
-59,-53,-52,-51,-50,-68,-54,-61
-57,-54,-50,-51,-48,-68,-54,-59
-57,-52,-47,-49,-47,-70,-52,-60
-60,-54,-47,-51,-47,-70,-54,-62
-58,-54,-52,-50,-46,-71,-54,-61
-59,-53,-51,-49,-51,-67,-54,-59
-58,-54,-50,-49,-51,-70,-50,-59
-59,-52,-51,-50,-49,-66,-64,-61
-58,-54,-52,-51,-50,-72,-54,-60
-58,-54,-49,-49,-49,-69,-54,-61
-57,-52,-52,-48,-48,-69,-52,-61
-58,-54,-48,-51,-48,-68,-50,-60
-58,-54,-50,-51,-51,-68,-54,-58
-57,-54,-50,-47,-51,-71,-55,-59
-57,-54,-50,-51,-51,-68,-54,-60
-59,-51,-52,-50,-52,-70,-54,-60
-56,-54,-50,-49,-50,-73,-53,-60
-58,-53,-52,-49,-50,-71,-54,-60
-59,-54,-51,-49,-51,-71,-52,-60
-57,-54,-51,-51,-50,-71,-51,-61
-57,-54,-51,-51,-47,-70,-52,-61
