-59,-48,-54,-63,-53,-61,-55,-65
-59,-49,-56,-64,-52,-59,-54,-68
-59,-50,-57,-64,-55,-61,-54,-68
-59,-51,-57,-64,-57,-60,-53,-68
-59,-49,-58,-64,-57,-59,-54,-65
-59,-55,-56,-62,-57,-60,-53,-64
-59,-49,-57,-63,-54,-61,-55,-64
-56,-49,-57,-64,-54,-59,-49,-64
-57,-48,-58,-63,-55,-60,-52,-67
-56,-51,-55,-62,-53,-59,-55,-67
-59,-51,-55,-62,-57,-59,-54,-67
-57,-51,-57,-63,-57,-60,-51,-67
-59,-51,-56,-76,-57,-61,-52,-69
-59,-51,-57,-63,-57,-58,-54,-66
-56,-50,-56,-63,-53,-60,-54,-65
-59,-46,-57,-62,-55,-60,-51,-65
-55,-49,-57,-64,-57,-56,-54,-65
-59,-49,-57,-64,-54,-60,-54,-67
-55,-51,-54,-61,-57,-59,-52,-67
-59,-55,-56,-61,-57,-59,-51,-67
-57,-47,-52,-63,-55,-60,-51,-67
-59,-48,-55,-62,-55,-60,-54,-73
-59,-47,-57,-62,-52,-59,-51,-77
-59,-49,-52,-77,-57,-60,-53,-80
-57,-50,-58,-62,-56,-61,-51,-67
-59,-50,-56,-62,-57,-60,-54,-67
-56,-48,-57,-63,-57,-60,-49,-68
-54,-51,-59,-64,-56,-59,-52,-66
-59,-49,-56,-64,-55,-58,-49,-66
-57,-51,-58,-64,-54,-57,-53,-78
-57,-48,-59,-63,-55,-58,-50,-79
-57,-47,-57,-62,-57,-60,-51,-67
-59,-50,-58,-62,-55,-58,-53,-68
-59,-49,-56,-63,-55,-55,-51,-65
-59,-49,-58,-62,-57,-59,-52,-65
-56,-51,-59,-63,-56,-58,-52,-67
-55,-51,-58,-63,-54,-60,-54,-65
-59,-48,-51,-75,-58,-61,-51,-67
-59,-51,-55,-62,-57,-58,-50,-66
-57,-49,-57,-62,-56,-58,-54,-75
-64,-51,-56,-63,-58,-58,-52,-66
-56,-50,-55,-63,-58,-60,-52,-68
-56,-49,-57,-62,-55,-60,-51,-68
-55,-49,-57,-60,-56,-57,-52,-65
-57,-49,-57,-63,-51,-54,-52,-67
-59,-50,-56,-63,-55,-60,-54,-68
-57,-48,-53,-62,-57,-60,-55,-67
-59,-50,-53,-64,-57,-60,-51,-68
-57,-49,-56,-62,-55,-60,-56,-63
-54,-52,-56,-62,-56,-60,-54,-69
-53,-48,-58,-64,-55,-60,-51,-67
-54,-51,-57,-63,-57,-60,-54,-68
-56,-50,-52,-63,-57,-61,-54,-66
-60,-49,-57,-61,-52,-59,-52,-64
-59,-50,-56,-64,-57,-59,-54,-62
-55,-47,-57,-65,-57,-57,-52,-65
-58,-50,-58,-63,-58,-60,-52,-67
-60,-51,-58,-65,-56,-59,-54,-66
-59,-51,-57,-63,-58,-60,-50,-68
-57,-51,-57,-78,-53,-61,-52,-66
-59,-51,-57,-64,-53,-61,-50,-68
-60,-48,-56,-64,-56,-58,-52,-69
-58,-49,-55,-63,-58,-60,-54,-69
-56,-48,-57,-62,-54,-61,-55,-69
-58,-51,-57,-62,-55,-61,-52,-69
-53,-48,-58,-63,-51,-61,-52,-65
-56,-51,-55,-63,-54,-60,-51,-67
-58,-51,-55,-63,-54,-60,-54,-65
-59,-51,-57,-64,-53,-57,-53,-66
-59,-51,-53,-62,-56,-58,-54,-70
-58,-50,-58,-62,-53,-60,-51,-66
-54,-51,-68,-63,-55,-59,-54,-68
-55,-51,-57,-63,-54,-60,-52,-67
-58,-48,-56,-64,-52,-60,-54,-67
-58,-50,-56,-64,-55,-58,-54,-67
-56,-51,-56,-62,-57,-60,-51,-79
-59,-51,-56,-63,-58,-57,-51,-67
-63,-50,-59,-61,-51,-61,-51,-77
-58,-50,-57,-63,-53,-60,-53,-66
-55,-51,-57,-64,-57,-58,-54,-66
-55,-48,-56,-62,-56,-60,-48,-80
-56,-49,-56,-61,-55,-60,-54,-67
-53,-48,-59,-62,-57,-56,-51,-68
-56,-49,-52,-62,-53,-60,-51,-65
-57,-46,-56,-67,-56,-60,-51,-68
-59,-49,-54,-78,-55,-60,-54,-66
-59,-48,-57,-64,-56,-60,-52,-65
-58,-50,-55,-62,-52,-60,-55,-66
-59,-51,-57,-63,-58,-60,-51,-67
-59,-51,-55,-62,-57,-59,-50,-67
